132					1200					1					5.5					8.82					17.64					0					0					905					258
133					1300					1					5.5					8.82					17.64					0					0					1262					379
134					1300					1					5.5					8.82					17.64					0					0					1286					344
135					1300					1					5.5					8.82					17.64					0					0					1467					405
136					1200					1					5.5					8.82					13.02					0					-5					2233					637
137					1200					1					5.5					8.82					8.33					0					-5					0					0
138					1200					1					5.5					8.82					8.33					0					0					1001					269
139					1350					1					5.5					8.816					17.6	  			0					10					1012					250
140					1400					1					5.5					8.816					17.6  				0					0					1230					138
141					1200					1					5.5					8.817					22.39					0					5.5					0					0
142					1200					1					5.5					8.817					22.39					0					0					1119					301
143					1200					1					5.5					8.816					27.13					0					5.5					1277					379
144					1200					1					5.5					8.816					28.13					0					1					449					70
145					1200					1					5.5					8.816					29.13					0					1					768					202
146					1200					1					5.5					8.816					7.36					0					-24					1248					383
147					1200					1					5.5					8.816					6.9					  0					-0.5					536					142
148					1200					1					5.5					8.816					6				    	0					-1					478					68
149					1200					1					5.5					8.816					7.06					0					1					748					150
150					1200					1					5.5					8.816					7.52					0					0.5					483					89
151					1200					1					5.5					8.816					19.09					0					13					879					237
152					1200					1					5.5					13.61					19.09					5					0					826					221
153					1200					1					5.5					5.02					19.09					-12.5					0					809					17
154					1200					1					5.5					5.94					19.09					1					0					680					61
155					1200					1					5.5					6.89					19.09					1					0					200					0
177					1200					2					5.5					9.3					18.51					2.5					-0.5					4263					0
178					1200					2					5.5					9.3					18.51					0					0					1651					0
179					1200					2					5.5					9.3					18.51					0					0					724					0
180					1200					2					5.5					9.3					18.51					0					0					1212					0
181					1200					2					5.5					9.3					18.51					0					0					2782					0
182					1200					2					5.5					9.3					18.51					0					0					2301					0
183					1200					2					5.5					9.29					4.44					0					-15.5					751					0
184					1200					2					5.5					9.29					4.44					0					0					1042					0
185					1200					2					5.5					9.29					4.78					0					0.5					901					0
186					1200					2					5.5					9.29					5.23					0					0.5					971					0
187					1200					2					5.5					9.29					6.61					0					1.5					970					0
188					1200					2					5.5					9.29					7.06					0					0.5					5541					0
189					1200					2					5.5					9.29					7.53					0					0.5					5043					0
190					1200					2					5.5					9.29					9.38					0					2					5032					0
191					1200					2					5.5					9.29					12.18					0					3					4500					0
192					1200					2					5.5					9.29					15.03					0					3					5033					0
193					1200					2					5.5					9.29					18.82					0					4					3000					0
194					1200					2					5.5					9.29					18.82					0					0					2022					0
195					1200					2					5.5					9.29					18.82					0					0					3049					0
196					1200					2					5.5					9.29					21.68					0					3					850					0
197					1200					2					5.5					9.29					21.68					0					0					0					0
198					1200					2					5.5					9.29					24.55					0					3					5022					0
199					1200					2					5.5					9.29					27.41					0					3					5021					0
200					1200					2					5.5					9.29					29.32					0					2					1499					0
201					1200					2					5.5					9.29					29.78					0					0.5					1523					0
202					1200					2					5.5					9.29					29.78					0					0					4662					0
203					1200					2					5.5					9.29					29.78					0					0					5071					0
204					1200					2					5.5					9.29					29.78					0					0					1330					0
205					1200					2					5.5					9.29					29.78					0					0					850					0
206					1200					2					5.5					9.29					27.56					0					-2.5					5030					0
207					1200					2					5.5					9.29					27.56					0					0					4169					0
208					1200					2					5.5					9.29					24.73					0					-3					4400					0
209					1200					2					5.5					9.29					21.86					0					-3					5023					0
