262,1350,3,5.5,-0.75,-16.75,0,0,5030,1171,262
263,1350,3,5.5,-0.75,-16.75,0,0,3150,781,263
264,1350,3,5.5,-0.75,-16.75,0,0,5024,1235,264
265,1350,3,5.5,-0.75,-16.75,0,0,5081,1171,265
266,1350,3,5.5,-0.75,-16.75,0,0,5900,1364,266
267,1350,3,5.5,-0.75,-16.75,0,0,3050,736,267
268,1350,3,5.5,-0.75,-16.75,0,0,4900,1170,268
269,1300,3,5.5,-0.75,-16.75,0,0,5034,1202,269
270,1200,3,5.5,-0.75,-16.75,0,0,5042,1212,270
271,1200,4,5.5,-0.75,-16.75,0,0,5570,1280,271
272,1200,4,5.5,-0.75,-18.25,0,-1.5,5563,1282,272
273,1200,4,5.5,-0.75,-15.75,0,2.5,5562,1296,273
274,1250,4,5.5,-0.75,-16.75,0,-1,5024,1155,274
275,1150,4,5.5,-0.75,-16.75,0,0,0,0,275
285,1150,5,5.5,-0.75,-16.75,0,0,1650,388,285
286,1150,5,5.5,-0.75,-16.75,0,0,400,83,286
287,1150,5,5.5,-0.75,-16.75,0,0,3584,661,287
288,1200,5,5.5,-0.75,-16.75,0,0,4543,983,288
289,1100,5,5.5,-0.75,-16.75,0,0,5042,1105,289
290,1100,5,5.5,-0.75,-19.25,0,-2.5,5032,1135,290
291,1100,5,5.5,-0.75,-14.25,0,5,5354,1147,291
292,1200,6,5.5,-0.75,-14.25,0,0,5284,1183,292
293,1200,6,5.5,-0.75,-16.75,0,-2.5,1700,369,293
294,1200,6,5.5,-0.75,-16.75,0,0,3812,716,294
295,1200,6,5.5,-0.75,-19.25,0,-2.5,5032,1168,295
296,1300,6,5.5,-0.75,-16.75,0,2.5,5030,1041,296
297,1100,6,5.5,-0.75,-16.75,0,0,0,0,297
298,1100,6,5.5,-0.75,-16.75,0,0,34,0,298
299,1100,7,5.5,-0.75,-16.75,0,0,5064,1136,299
300,1100,7,5.5,-0.75,-19.25,0,-2.5,5261,1234,300
301,1100,7,5.5,-0.75,-14.25,0,5,5120,1143,301
302,1200,7,5.5,-0.75,-14.25,0,0,4602,1013,302
317,1100,8,5.5,-0.75,-14.25,0,0,3141,682,317
318,1000,8,5.5,-0.75,-14.25,0,0,5021,1177,318
319,1000,8,5.5,-0.75,-16.25,0,-2,5029,1121,319
320,1000,8,5.5,-0.75,-16.75,0,-0.5,5036,1100,320
321,1000,8,5.5,-0.75,-12.25,0,4.5,5022,1133,321
322,1000,8,5.5,-0.75,-11.75,0,0.5,5022,1126,322
323,1100,9,5.5,-0.75,-14.25,0,-2.5,5119,1153,323
324,1000,9,5.5,-0.75,-14.25,0,0,5234,1191,324
325,1000,9,5.5,-0.75,-14.25,0,0,5023,1124,325
326,1000,9,5.5,-0.75,-16.25,0,-2,0,0,326
327,1000,9,5.5,-0.75,-12.25,0,4,5031,1140,327
328,1000,10,5.5,-0.75,-14.25,0,-2,0,0,328
329,1000,10,5.5,-0.75,-14.25,0,0,0,0,329
330,1000,10,5.5,-0.75,-14.25,0,0,2803,568,330
331,950,10,5.5,-0.75,-14.25,0,0,0,0,331
332,950,10,5.5,-0.75,-16.25,0,-2,5420,1206,332
333,950,10,5.5,-0.75,-12.25,0,4,5060,1157,333
334,1000,11,5.5,-0.75,-12.25,0,0,6349,1370,334
335,1000,11,5.5,-0.75,-14.25,0,-2,5037,1191,335
336,1000,11,5.5,-0.75,-10.25,0,4,300,0,336
337,1000,11,5.5,-0.75,-10.25,0,0,5435,927,337
338,950,12,5.5,-0.75,-12.25,0,-2,5039,1172,338
339,950,12,5.5,-0.75,-14.25,0,-2,5009,1134,339
340,950,12,5.5,-0.75,-10.25,0,4,0,0,340
341,950,12,8,-0.75,-10.25,0,0,114,0,341
342,800,12,8,-0.75,-12.25,0,-2,912,196,342
343,900,12,8,-0.75,-12.25,0,0,2093,466,343
344,900,12,8,-0.75,-12.25,0,0,802,176,344
345,900,12,8,-0.75,-12.15,0,0.1,0,0,345
346,900,12,8,-0.75,-12.15,0,0,2400,218,346
347,850,12,8,-0.75,-12.15,0,0,5040,1158,347
348,800,12,8,-0.75,-12.15,0,0,4773,1098,348
349,700,12,8,-0.75,-12.15,0,0,4863,1029,349
350,900,13,8,-0.75,-12.15,0,0,4749,1139,350
351,950,13,8,-0.75,-12.15,0,0,3743,862,351
352,1200,14,8,-1,1.85,-0.25,14,5563,1117,352
353,1300,14,8,-1,1.85,0,0,5434,1204,353
354,1200,15,8,-1,1.85,0,0,5584,1253,354
355,1200,15,8,-1,-9.15,0,-11,373,23,355
356,1200,15,8,-1,-9.15,0,0,849,78,356
357,1200,15,8,-1,-9.15,0,0,471,77,357
358,1200,15,8,-1,-11.15,0,-2,891,152,358
359,1200,15,8,-1,-13.15,0,-2,390,42,359
360,1200,15,8,-1,-11.9,0,1.25,890,125,360
361,1200,15,8,-1,-11.65,0,0.25,1660,358,361
362,1200,15,8,-1,-0.15,0,11.5,564,114,362
363,1200,15,8,4.5,-0.15,5.5,0,324,42,363
364,1200,15,8,6.5,-0.15,2,0,54,0,364
365,1200,15,8,9.5,-0.15,3,0,892,6,365
366,1200,15,8,9.5,-0.15,0,0,341,0,366
367,1200,15,8,9.5,-0.15,0,0,301,0,367
368,1200,15,8,5,-0.15,-4.5,0,391,36,368
369,1200,15,8,5.25,-0.15,0.25,0,5050,1154,369
370,1200,15,8,0.25,-0.15,-5,0,1403,4,370
399,1200,15,8,0.25,-0.15,0,0,5355,108,399
400,1200,15,8,3.75,-0.05,3.5,0.1,2133,239,400
401,1200,15,8,3.75,-0.05,0,0,502,0,401
402,1200,15,8,3.75,-0.05,0,0,381,0,402
403,1200,15,8,3.75,-0.05,0,0,751,0,403
404,1200,15,8,3.75,-0.05,0,0,491,2,404
405,1200,15,8,3.75,-0.05,0,0,412,2,405
406,1200,15,8,3.75,-0.05,0,0,601,21,406
407,1200,15,8,7.75,-0.15,4,-0.1,2913,565,407
408,1200,15,8,0.75,-0.15,-7,0,5051,1094,408
409,1200,15,8,4.75,-0.15,4,0,4799,1102,409
410,1200,15,8,-3.25,-0.15,-8,0,5023,1152,410
411,1200,15,8,0.75,2.85,4,3,2049,459,411
412,1200,15,8,0.75,5.85,0,3,3044,682,412
413,1200,15,8,0.75,5.85,0,0,5044,1084,413
414,1200,15,8,0.75,7.85,0,2,5261,1180,414
415,1200,15,8,0.75,-5.15,0,-13,1080,146,415
416,1800,16,8,0.75,-5.25,0,-0.1,3051,700,416
417,1800,16,8,0.75,-5.25,0,0,5462,1263,417
418,2000,16,8,0.75,-5.25,0,0,2860,623,418
419,2000,16,8,0.75,-5.25,0,0,0,0,419
420,2000,16,8,0.75,-5.25,0,0,1954,451,420
421,2000,16,8,2.25,-5.25,1.5,0,4423,1009,421
422,2000,16,8,1.75,-5.25,-0.5,0,0,0,422
423,2000,16,8,0.25,-3.75,-1.5,1.5,5011,1147,423
424,2000,16,8,0.25,-3.75,0,0,5001,1162,424
425,2000,17,8,0.25,-3.75,0,0,1845,405,425
426,2000,17,8,0.25,-3.75,0,0,934,213,426
427,2000,17,8,-4.25,-3.75,-4.5,0,3253,262,427
428,2000,17,8,-5.75,-3.75,-1.5,0,1650,388,428
429,1100,18,8,-7.75,0.25,-2,4,0,0,429
430,1100,18,8,-7.75,0.25,0,0,0,0,430
431,1100,18,8,-5.75,0.25,2,0,0,0,431
432,1100,18,8,-1.25,0.25,4.5,0,0,0,432
433,1100,18,8,-2.75,0.25,-1.5,0,0,0,433
434,1100,18,8,-2.75,0.25,0,0,0,0,434
435,1100,18,8,-2.75,0.25,0,0,0,0,435
436,1100,18,8,-2.75,0.25,0,0,0,0,436
437,1100,18,8,-2.75,0.25,0,0,0,0,437
438,1400,19,8,-2.75,0.25,0,0,0,0,438
439,1400,19,8,-2.75,0.25,0,0,0,0,439
440,0,19,8,-2.75,0.25,0,0,0,0,440
441,1100,19,8,-2.75,0.25,0,0,0,0,441
442,2000,20,8,-2.75,0.25,0,0,0,0,442
443,2000,20,8,-3.75,0.25,-1,0,0,0,443
444,2000,20,8,-3.75,-0.25,0,-0.5,0,0,444
445,2000,20,8,-3.75,-0.75,0,-0.5,0,0,445
446,2000,20,8,-3.75,-0.75,0,0,0,0,446
447,2000,20,8,-4.25,0.25,-0.5,1,0,0,447
448,2000,20,8,-4.75,1.75,-0.5,1.5,0,0,448
449,2000,20,8,-0.75,1.75,4,0,0,0,449
450,2000,20,8,-0.75,2.75,0,1,0,0,450
451,2000,20,8,-0.75,2.75,0,0,0,0,451
452,2000,20,8,-0.75,2.75,0,0,0,0,452
453,2000,21,3,-0.75,2.75,0,0,0,0,453
454,2000,21,3,-0.75,2.75,0,0,0,0,454
455,900,21,3,-1.25,-6.75,-0.5,-9.5,470,52,455
456,900,21,3,-1.25,-6.75,0,0,1220,143,456
457,950,22,3,-1.25,-6.75,0,0,15037,1534,457
458,950,22,3,-1.3,-6.75,0,0,8580,954,458
