132,1200,1,5.5,0,-2,0,0,905,258,132
133,1300,1,5.5,0,-2,0,0,1262,379,133
134,1300,1,5.5,0,-2,0,0,1286,344,134
135,1300,1,5.5,0,-2,0,0,1467,405,135
136,1200,1,5.5,0,-7,0,-5,2233,637,136
137,1200,1,5.5,0,-12,0,-5,0,0,137
138,1200,1,5.5,0,-12,0,0,1001,269,138
139,1350,1,5.5,0,-2,0,10,1012,250,139
140,1400,1,5.5,0,-2,0,0,1230,138,140
141,1200,1,5.5,0,3.5,0,5.5,0,0,141
142,1200,1,5.5,0,3.5,0,0,1119,301,142
143,1200,1,5.5,0,9,0,5.5,1277,379,143
144,1200,1,5.5,0,10,0,1,449,70,144
145,1200,1,5.5,0,11,0,1,768,202,145
146,1200,1,5.5,0,-13,0,-24,1248,383,146
147,1200,1,5.5,0,-13.5,0,-0.5,536,142,147
148,1200,1,5.5,0,-14.5,0,-1,478,68,148
149,1200,1,5.5,0,-13.5,0,1,748,150,149
150,1200,1,5.5,0,-13,0,0.5,483,89,150
151,1200,1,5.5,0,0,0,13,879,237,151
152,1200,1,5.5,5,0,5,0,826,221,152
153,1200,1,5.5,-7.5,0,-12.5,0,809,17,153
154,1200,1,5.5,-6.5,0,1,0,680,61,154
155,1200,1,5.5,-5.5,0,1,0,200,0,155
177,1200,2,5.5,-3,-0.5,2.5,-0.5,4263,0,177
178,1200,2,5.5,-3,-0.5,0,0,1651,0,178
179,1200,2,5.5,-3,-0.5,0,0,724,0,179
180,1200,2,5.5,-3,-0.5,0,0,1212,0,180
181,1200,2,5.5,-3,-0.5,0,0,2782,0,181
182,1200,2,5.5,-3,-0.5,0,0,2301,0,182
183,1200,2,5.5,-3,-16,0,-15.5,751,0,183
184,1200,2,5.5,-3,-16,0,0,1042,0,184
185,1200,2,5.5,-3,-15.5,0,0.5,901,0,185
186,1200,2,5.5,-3,-15,0,0.5,971,0,186
187,1200,2,5.5,-3,-13.5,0,1.5,970,0,187
188,1200,2,5.5,-3,-13,0,0.5,5541,0,188
189,1200,2,5.5,-3,-12.5,0,0.5,5043,0,189
190,1200,2,5.5,-3,-10.5,0,2,5032,0,190
191,1200,2,5.5,-3,-7.5,0,3,4500,0,191
192,1200,2,5.5,-3,-4.5,0,3,5033,0,192
193,1200,2,5.5,-3,-0.5,0,4,3000,0,193
194,1200,2,5.5,-3,-0.5,0,0,2022,0,194
195,1200,2,5.5,-3,-0.5,0,0,3049,0,195
196,1200,2,5.5,-3,2.5,0,3,850,0,196
197,1200,2,5.5,-3,2.5,0,0,0,0,197
198,1200,2,5.5,-3,5.5,0,3,5022,0,198
199,1200,2,5.5,-3,8.5,0,3,5021,0,199
200,1200,2,5.5,-3,10.5,0,2,1499,0,200
201,1200,2,5.5,-3,11,0,0.5,1523,0,201
202,1200,2,5.5,-3,11,0,0,4662,0,202
203,1200,2,5.5,-3,11,0,0,5071,0,203
204,1200,2,5.5,-3,11,0,0,1330,0,204
205,1200,2,5.5,-3,11,0,0,850,0,205
206,1200,2,5.5,-3,8.5,0,-2.5,5030,0,206
207,1200,2,5.5,-3,8.5,0,0,4169,0,207
208,1200,2,5.5,-3,5.5,0,-3,4400,0,208
209,1200,2,5.5,-3,2.5,0,-3,5023,0,209
210,1200,2,5.5,-3,-1.5,0,-4,3800,0,210
211,1200,2,5.5,-3,-4.5,0,-3,5073,0,211
212,1200,2,5.5,-3,-7.5,0,-3,5035,0,212
213,1200,2,5.5,-3,-9.5,0,-2,5052,0,213
214,1200,2,5.5,-5.5,-9.5,-2.5,0,4989,0,214
215,1200,2,5.5,-5.5,-7.5,0,2,4263,0,215
216,1200,2,5.5,-5.5,-4.5,0,3,5031,0,216
217,1200,2,5.5,-5.5,-1.5,0,3,5124,0,217
218,1200,2,5.5,-5.5,2.5,0,4,5151,0,218
219,1200,2,5.5,-5.5,5.5,0,3,5182,0,219
220,1200,2,5.5,-5.5,8.5,0,3,5065,0,220
221,1200,2,5.5,-5.5,10.5,0,2,5015,0,221
222,900,3,5.5,-5.5,-16,0,-26.5,751,0,222
223,1350,3,5.5,-5.5,-16,0,0,2142,0,223
224,1350,3,5.5,-5.5,-16,0,0,3591,0,224
225,1350,3,5.5,-0.5,-16,5,0,650,0,225
239,1350,3,5.5,-0.5,-16,0,0,2311,585,239
240,1350,3,5.5,9.5,-16,10,0,910,2,240
241,1350,3,5.5,4.5,-16,-5,0,1044,24,241
242,1350,3,5.5,2,-16,-2.5,0,1404,321,242
243,1350,3,5.5,3,-16,1,0,914,191,243
244,1350,3,5.5,1.5,-16,-1.5,0,623,138,244
245,1350,3,5.5,1,-16,-0.5,0,1473,371,245
246,1350,3,5.5,1.25,-16,0.25,0,582,90,246
247,1350,3,5.5,-0.75,-16,-2,0,0,0,247
248,1350,3,5.5,-0.75,-20.5,0,-4.5,831,91,248
249,1350,3,5.5,-0.75,-18.25,0,2.25,391,80,249
250,1350,3,5.5,-0.75,-19.5,0,-1.25,681,129,250
251,1350,3,5.5,-0.75,-20,0,-0.5,1282,277,251
252,1350,3,5.5,-0.75,-20.5,0,-0.5,851,202,252
253,1350,3,5.5,-0.75,-19.25,0,1.25,6070,1416,253
254,1350,3,5.5,-0.75,-16.75,0,2.5,5284,1250,254
255,1350,3,5.5,-0.75,-14.25,0,2.5,5044,1172,255
256,1350,3,5.5,-0.75,-16.75,0,-2.5,5072,1156,256
257,1350,3,5.5,-0.75,-16.75,0,0,5039,1213,257
258,1350,3,5.5,-0.75,-16.75,0,0,0,0,258
259,1350,3,5.5,-0.75,-16.75,0,0,5278,1245,259
260,1350,3,5.5,-0.75,-16.75,0,0,5431,1314,260
261,1350,3,5.5,-0.75,-16.75,0,0,5242,1267,261
